Breed,Age_in_years,Age_in_months,Gender,Neutered_or_spayed,Body_length,Weight,Fur_colour_dominant,Fur_pattern,Eye_colour,Allowed_outdoor,Preferred_food,Owner_play_time_minutes,Sleep_time_hours,Country,Latitude,Longitude
Maine coon,6.33,76,female,False,62,8.31,black,solid,yellow,FALSE,dry,9,13,Usa,40.71427,-74.00597
Maine coon,6.42,77,male,False,70,8.1,brown/chocolate,tabby,yellow,FALSE,wet,27,13,Usa,39.29038,-76.61219
Maine coon,6.42,77,male,True,66,11.3,brown/chocolate,tabby,yellow,FALSE,wet,33,13,Usa,39.29038,-76.61219
Maine coon,6.42,77,female,False,63,6.84,black,solid,yellow,FALSE,wet,13,16,Usa,42.35843,-71.05977
Maine coon,6.5,78,male,False,84,11.3,brown/chocolate,tabby,yellow,FALSE,wet,11,13,Usa,37.77493,-122.41942
Maine coon,6.67,80,male,True,59,8.4,black,solid,green,TRUE,dry,27,17,Usa,40.71427,-74.00597
Maine coon,6.67,80,male,True,76,9.4,black,solid,yellow,FALSE,wet,36,17,Usa,42.35843,-71.05977
Maine coon,6.67,80,male,False,84,10.2,red/cream,tabby,yellow,FALSE,dry,33,17,Usa,40.71427,-74.00597
My coon,6.75,81,male,True,51,8.7,black,solid,yellow,FALSE,wet,13,13,Usa,45.52345,-122.67621
Maine coon,6.75,81,male,True,75,11.7,brown/chocolate,tabby,yellow,FALSE,wet,18,13,Usa,37.77493,-122.41942
Maine coon,6.75,81,male,True,56,9.7,white,solid,yellow,TRUE,wet,18,17,Usa,41.881832,-87.623177
Maine coon,6.83,82,female,False,76,7.24,brown/chocolate,tabby,yellow,FALSE,dry,35,16,Germany,48.137154,11.576124
Maine coon,6.83,82,female,True,63,7.82,brown/chocolate,tortie,yellow,FALSE,wet,18,16,Germany,48.137154,11.576124
Maine coon,6.83,82,male,True,78,8.7,black,solid,yellow,FALSE,wet,9,13,Germany,48.137154,11.576124
Maine coon,6.83,82,male,True,78,7.5,brown/chocolate,tabby,green,TRUE,dry,9,16,Germany,52.520008,13.404954
Maine coon,6.83,82,female,False,49,8.41,black,solid,yellow,FALSE,dry,34,13,Germany,48.137154,11.576124
Maine coon,6.83,82,female,True,37,6.98,white,solid,yellow,FALSE,wet,34,13,Germany,51.227741,6.773456
Maine coon,6.92,83,male,True,48,6.2,red/cream,tabby,yellow,FALSE,wet,23,17,Germany,51.227741,6.773456
Maine coon,6.92,83,male,True,59,9.8,black,solid,yellow,FALSE,wet,36,17,Germany,51.227741,6.773456
Maine coon,6.92,83,male,False,75,9.3,black,solid,yellow,FALSE,wet,25,16,Germany,52.520008,13.404954
Maine coon,6.92,83,male,False,78,8.8,red/cream,tabby,yellow,FALSE,wet,29,13,Germany,50.110924,8.682127
Maine coon,7.0,84,male,True,42,3.99,black,solid,yellow,TRUE,wet,21,13,Germany,50.110924,8.682127
Maine coon,7.0,84,male,False,88,10.1,black,solid,yellow,FALSE,wet,40,16,Usa,37.77493,-122.41942
Maine loon,7.0,84,male,True,78,11.0,red/cream,tabby,yellow,FALSE,wet,29,13,Germany,50.110924,8.682127
Maine coon,7.0,84,male,True,41,8.23,black,solid,yellow,FALSE,dry,25,13,Usa,40.71427,-74.00597
Maine coon,7.0,84,male,False,52,7.96,black,tortie,yellow,FALSE,wet,30,13,Usa,39.29038,-76.61219
Maine coon,7.08,85,male,True,65,6.7,brown/chocolate,solid,yellow,FALSE,wet,26,17,Usa,40.71427,-74.00597
Maine coon,7.08,85,female,True,80,5.62,black,solid,yellow,TRUE,wet,11,19,Usa,45.52345,-122.67621
My coon,7.17,86,male,True,78,11.0,red/cream,tabby,yellow,FALSE,wet,39,16,Usa,39.29038,-76.61219
Maine coon,7.17,86,male,True,65,8.7,brown/chocolate,tabby,yellow,FALSE,wet,11,19,Usa,42.35843,-71.05977
Maine coon,7.17,86,male,True,62,7.0,black,solid,yellow,TRUE,wet,9,17,Usa,42.35843,-71.05977
Maine coon,7.17,86,male,True,73,8.0,black,solid,yellow,FALSE,dry,9,17,Usa,37.77493,-122.41942
Maine coon,7.17,86,female,True,48,7.3,black,solid,yellow,FALSE,dry,37,19,Usa,37.77493,-122.41942
My coon,7.17,86,female,False,49,7.0,black,solid,yellow,FALSE,wet,27,19,Usa,42.35843,-71.05977
My coon,7.25,87,female,True,49,6.43,red/cream,solid,yellow,FALSE,dry,37,17,Usa,42.35843,-71.05977
Maine coon,7.25,87,female,True,72,5.28,black,solid,green,TRUE,wet,23,19,Usa,38.89511,-77.03637
Maine coon,7.25,87,female,False,73,8.14,brown/chocolate,tabby,yellow,FALSE,wet,17,21,Usa,42.35843,-71.05977
Maine coon,7.25,87,male,True,69,10.4,red/cream,tabby,yellow,FALSE,wet,37,19,Usa,40.71427,-74.00597
Maine coon,7.25,87,male,True,67,8.5,brown/chocolate,tabby,yellow,FALSE,dry,20,17,Usa,42.35843,-71.05977
Maine coon,7.42,89,male,True,77,11.3,brown/chocolate,tabby,yellow,TRUE,wet,12,17,Usa,42.35843,-71.05977
Maine coon,7.42,89,male,True,52,9.0,black,solid,yellow,FALSE,wet,9,16,Usa,42.35843,-71.05977
Maine coon,7.42,89,male,True,89,10.5,brown/chocolate,solid,yellow,FALSE,dry,10,19,Usa,42.35843,-71.05977
Maine coon,7.5,90,male,False,79,8.1,black,solid,green,FALSE,wet,21,13,Usa,40.71427,-74.00597
Maine loon,7.5,90,female,False,65,7.86,brown/chocolate,tabby,yellow,FALSE,wet,34,19,Usa,38.89511,-77.03637
Maine coon,7.5,90,female,True,51,7.86,black,solid,yellow,FALSE,wet,36,21,Usa,37.77493,-122.41942
Maine coon,7.5,90,male,True,48,8.2,black,solid,yellow,TRUE,wet,27,16,Usa,40.71427,-74.00597
Maine coon,7.58,91,male,False,85,7.9,black,solid,yellow,FALSE,dry,35,16,Usa,47.60621,-122.33207
Maine coon,7.58,91,male,False,85,7.4,black,solid,yellow,FALSE,dry,37,17,Usa,39.29038,-76.61219
Maine coon,7.67,92,female,False,34,3.61,black,bicolor,green,FALSE,wet,32,13,Usa,38.89511,-77.03637
Maine coon,7.67,92,male,False,79,11.3,black,solid,green,FALSE,wet,19,16,Usa,42.35843,-71.05977
My coon,7.67,92,male,True,102,10.1,black,solid,yellow,FALSE,wet,16,13,Usa,47.60621,-122.33207
Maine coon,7.83,94,female,False,77,5.84,brown/chocolate,tabby,green,FALSE,dry,23,18,Usa,42.35843,-71.05977
Maine coon,7.83,94,male,True,56,11.1,black,solid,yellow,FALSE,wet,12,16,Usa,37.77493,-122.41942
Maine coon,7.92,95,male,False,75,9.5,black,solid,yellow,FALSE,wet,35,19,Usa,40.71427,-74.00597
Maine coon,7.92,95,male,True,81,7.3,red/cream,tabby,yellow,FALSE,wet,17,20,Usa,39.29038,-76.61219
Maine coon,7.92,95,male,False,81,7.6,brown/chocolate,tabby,yellow,FALSE,wet,11,13,Usa,41.881832,-87.623177
Maine coon,8.0,96,male,True,97,10.9,black,solid,yellow,TRUE,dry,11,20,Usa,45.52345,-122.67621
Maine coon,8.17,98,female,True,40,5.45,black,solid,yellow,FALSE,wet,29,17,Usa,39.29038,-76.61219
Maine coon,4.0,48,female,False,74,5.3,black,tortie,yellow,FALSE,wet,11,13,Usa,39.29038,-76.61219
Maine loon,8.25,99,male,True,79,10.4,black,solid,yellow,FALSE,wet,29,20,Usa,40.71427,-74.00597
Maine coon,8.33,100,female,False,62,5.49,black,solid,yellow,FALSE,wet,10,18,Usa,37.77493,-122.41942
Maine coon,7.67,92,female,True,39,7.98,white,solid,blue,FALSE,wet,37,21,Usa,45.52345,-122.67621
Maine coon,8.33,100,female,False,57,8.3,brown/chocolate,tabby,yellow,FALSE,wet,11,18,Usa,47.60621,-122.33207
Maine coon,8.42,101,female,True,65,7.79,red/cream,bicolor,yellow,FALSE,wet,15,19,Usa,37.77493,-122.41942
Maine coon,7.58,91,female,False,80,7.9,black,solid,yellow,FALSE,wet,38,18,Usa,42.35843,-71.05977
Maine coon,8.5,102,male,True,67,10.9,black,solid,green,FALSE,dry,20,20,Usa,42.35843,-71.05977
Maine coon,6.17,74,female,True,56,3.9,black,solid,yellow,TRUE,wet,27,13,Usa,42.35843,-71.05977
Maine coon,8.58,103,female,True,71,7.05,black,solid,green,FALSE,wet,29,18,Usa,47.60621,-122.33207
Maine coon,8.58,103,male,False,85,9.2,red/cream,tabby,green,FALSE,wet,31,20,Usa,40.71427,-74.00597
Maine coon,8.58,103,male,False,86,10.0,red/cream,bicolor,yellow,FALSE,wet,35,19,Usa,40.71427,-74.00597
Maine coon,6.42,77,female,True,38,7.82,red/cream,solid,yellow,FALSE,dry,17,16,Usa,42.35843,-71.05977
Maine coon,7.83,94,male,True,68,11.6,black,solid,yellow,FALSE,dry,26,21,Usa,42.35843,-71.05977
Maine coon,5.42,65,female,True,48,4.15,brown/chocolate,bicolor,yellow,FALSE,wet,36,13,Usa,37.77493,-122.41942
Maine coon,8.67,104,female,False,54,7.99,black,solid,yellow,FALSE,dry,27,21,Usa,37.77493,-122.41942
Maine coon,5.58,67,female,True,65,5.16,black,solid,yellow,FALSE,wet,13,13,Usa,45.52345,-122.67621
Maine coon,6.42,77,female,False,66,5.0,black,solid,green,FALSE,wet,10,13,Usa,38.89511,-77.03637
Maine coon,8.75,105,female,False,55,7.35,black,solid,yellow,FALSE,wet,13,17,Usa,39.29038,-76.61219
Maine coon,5.0,60,female,True,64,5.23,black,solid,yellow,TRUE,dry,37,13,Usa,38.89511,-77.03637
Maine loon,7.42,89,female,True,42,7.27,black,solid,yellow,FALSE,dry,12,17,Usa,42.35843,-71.05977
Maine coon,8.92,107,female,True,59,7.75,black,solid,yellow,FALSE,wet,18,20,Usa,40.71427,-74.00597
Maine coon,8.92,107,female,False,75,6.0,black,solid,yellow,FALSE,dry,27,16,Usa,42.35843,-71.05977
Maine coon,4.83,58,female,True,42,5.12,brown/chocolate,tortie,yellow,FALSE,wet,36,13,Usa,38.89511,-77.03637
Maine coon,7.33,88,female,False,79,8.5,black,solid,green,FALSE,wet,12,17,Usa,40.71427,-74.00597
Maine coon,8.92,107,female,True,36,5.77,brown/chocolate,tabby,yellow,FALSE,wet,5,16,Usa,40.71427,-74.00597
Maine coon,8.92,107,female,True,46,8.07,black,solid,yellow,TRUE,wet,16,20,Usa,41.881832,-87.623177
Ragdoll,8.92,107,female,True,36,6.95,white,solid,yellow,FALSE,wet,26,19,Usa,40.71427,-74.00597
Ragdoll,7.58,91,male,False,65,9.7,brown/chocolate,tabby,yellow,FALSE,wet,39,20,Usa,40.71427,-74.00597
Ragdoll,9.0,108,female,True,64,6.93,brown/chocolate,tabby,yellow,FALSE,dry,34,20,Usa,40.71427,-74.00597
Ragdoll,9.0,108,male,True,83,11.3,black,solid,yellow,FALSE,wet,15,21,Usa,42.35843,-71.05977
Ragdoll,9.0,108,male,True,83,11.6,red/cream,solid,yellow,FALSE,wet,37,20,Usa,47.60621,-122.33207
Ragdoll,9.0,108,male,True,75,9.7,red/cream,solid,yellow,TRUE,dry,12,19,Usa,40.71427,-74.00597
Maine coon,9.08,109,male,False,60,8.3,black,solid,yellow,FALSE,wet,13,20,Usa,40.71427,-74.00597
Maine coon,9.08,109,male,False,61,7.9,black,solid,yellow,FALSE,dry,18,19,Usa,39.29038,-76.61219
Maine coon,9.17,110,male,True,88,10.5,black,solid,yellow,FALSE,wet,10,19,Usa,40.71427,-74.00597
Maine coon,8.5,102,female,False,70,6.01,black,solid,yellow,FALSE,wet,37,21,Usa,38.89511,-77.03637
Maine loon,9.25,111,male,True,66,11.3,red/cream,solid,yellow,FALSE,wet,12,19,Usa,42.35843,-71.05977
Maine coon,9.25,111,male,True,69,9.5,black,solid,yellow,FALSE,wet,25,19,Usa,40.71427,-74.00597
Maine coon,8.17,98,male,True,52,8.7,black,solid,yellow,FALSE,wet,23,20,Usa,42.35843,-71.05977
Maine coon,9.33,112,male,True,65,6.2,black,solid,yellow,FALSE,wet,21,21,Usa,38.89511,-77.03637
Maine coon,9.33,112,female,True,64,5.18,black,solid,yellow,FALSE,wet,45,18,Usa,39.29038,-76.61219
Maine coon,9.42,113,female,True,49,6.45,brown/chocolate,tabby,yellow,TRUE,wet,23,16,Usa,47.60621,-122.33207
Maine coon,4.92,59,female,False,78,5.1,black,solid,yellow,FALSE,wet,21,13,Usa,40.71427,-74.00597
maine coon,9.42,113,male,False,69,8.7,black,bicolor,yellow,FALSE,wet,31,19,Usa,38.89511,-77.03637
Maine coon,8.17,98,male,False,67,7.0,black,solid,yellow,FALSE,dry,22,20,Usa,43.296482,-74.00597
Maine coon,6.5,78,female,False,51,5.3,black,tortie,yellow,FALSE,wet,11,13,Usa,43.296482,-74.00597
Maine coon,9.5,114,male,True,87,7.3,black,solid,yellow,FALSE,dry,16,20,Usa,43.296482,-74.00597
Maine coon,9.5,114,female,True,46,8.34,black,solid,yellow,FALSE,wet,24,17,Usa,43.296482,-74.00597
Maine coon,9.58,115,female,True,76,7.11,brown/chocolate,tabby,yellow,FALSE,wet,15,20,Usa,43.296482,-74.00597
maine coon,7.67,92,male,True,55,8.4,red/cream,tabby,yellow,FALSE,dry,18,21,Usa,43.296482,-74.00597
Maine coon,4.92,59,female,False,48,4.86,black,solid,yellow,FALSE,wet,16,16,Usa,43.296482,-74.00597
Maine coon,9.58,115,male,True,78,12.1,black,bicolor,yellow,FALSE,dry,10,19,Usa,43.296482,-74.00597
Maine coon,9.67,116,female,False,65,6.61,brown/chocolate,tabby,yellow,FALSE,dry,23,21,Usa,43.296482,-74.00597
Maine coon,7.58,91,male,True,59,8.1,black,solid,yellow,FALSE,wet,38,18,Usa,43.296482,-74.00597
Maine coon,9.67,116,female,False,54,8.13,black,solid,yellow,FALSE,dry,11,21,Usa,43.296482,-74.00597
Maine coon,9.75,117,male,True,74,7.4,brown/chocolate,tabby,yellow,TRUE,dry,16,18,Usa,43.296482,-74.00597
maine coon,7.0,84,male,True,63,8.9,black,solid,yellow,FALSE,dry,17,16,Usa,43.296482,-74.00597
Maine coon,4.08,49,female,False,37,3.51,white,solid,blue,FALSE,dry,17,16,Usa,43.296482,-74.00597
Maine coon,6.5,78,male,True,70,10.9,black,solid,yellow,FALSE,wet,19,13,Usa,43.296482,-74.00597
Maine coon,9.83,118,female,False,76,8.58,black,tortie,yellow,FALSE,dry,28,19,Usa,43.296482,-74.00597
Maine coon,9.83,118,female,False,72,7.57,brown/chocolate,tabby,green,FALSE,wet,17,19,Usa,43.296482,-74.00597
Maine coon,7.17,86,male,True,48,7.8,red/cream,tabby,yellow,FALSE,wet,27,17,Usa,43.296482,-74.00597
maine coon,10.25,123,female,True,60,8.22,black,solid,yellow,FALSE,dry,9,21,Usa,43.296482,-74.00597
Maine coon,6.33,76,female,True,65,5.4,black,solid,yellow,FALSE,wet,25,13,Usa,43.296482,-74.00597
Maine coon,10.0,120,female,False,53,6.5,black,tortie,yellow,FALSE,dry,14,17,Usa,43.296482,-74.00597
ragdoll,0.25,3,female,True,21,3.1,red/cream,bicolor,blue,FALSE,wet,60,10,Usa,43.296482,-74.00597
Ragdoll,0.33,4,male,False,21,3.0,red/cream,colorpoint,blue,FALSE,dry,21,16,Usa,43.296482,-74.00597
Ragdoll,0.33,4,female,False,21,3.0,seal,tortie,green,FALSE,wet,31,16,Usa,43.296482,-74.00597
ragdoll,0.33,4,male,False,21,3.0,seal,colorpoint,blue,FALSE,wet,16,17,Usa,43.296482,-74.00597
ragdoll,0.33,4,female,False,21,3.3,red/cream,bicolor,blue,FALSE,dry,14,16,Usa,43.296482,-74.00597
Ragdoll,0.33,4,female,True,22,3.2,seal,colorpoint,green,FALSE,dry,16,20,Usa,43.296482,-74.00597
Ragdoll,0.33,4,female,False,22,3.2,seal,colorpoint,blue,FALSE,wet,46,15,Usa,43.296482,-74.00597
Ragdoll,0.33,4,male,False,22,3.2,seal,colorpoint,blue,FALSE,wet,48,21,Usa,43.296482,-74.00597
Ragdoll,0.42,5,female,False,22,3.2,seal,bicolor,green,FALSE,wet,27,13,Usa,43.296482,-74.00597
Ragdoll,0.42,5,male,False,22,3.2,red/cream,bicolor,blue,FALSE,wet,29,13,Uk,53.408371,-2.991573
Ragdoll,0.42,5,male,False,23,3.5,red/cream,colorpoint,blue,FALSE,wet,49,11,Uk,53.480759,-2.242631
Ragdoll,6.5,78,male,False,26,4.2,red/cream,bicolor,blue,FALSE,wet,42,13,Uk,51.507351,-0.127758
Ragdoll,0.42,5,female,False,26,3.7,red/cream,bicolor,blue,FALSE,wet,28,12,Uk,53.800755,-1.549077
Ragdoll,6.67,80,female,False,26,4.0,seal,colorpoint,blue,FALSE,wet,27,16,Uk,53.408371,-2.991573
Ragdoll,3.25,39,male,False,25,4.3,seal,colorpoint,blue,FALSE,wet,18,13,Uk,53.800755,-1.549077
Ragdoll,0.42,5,female,True,21,3.9,seal,colorpoint,green,FALSE,wet,23,16,Usa,51.507351,-0.127758
Ragdoll,4.0,48,female,False,27,4.4,seal,colorpoint,green,FALSE,wet,23,16,Usa,53.408371,-2.991573
Ragdoll,0.5,6,female,False,25,3.8,seal,colorpoint,blue,FALSE,wet,18,15,Uk,51.507351,-0.127758
Ragdoll,3.42,41,male,False,30,4.8,seal,colorpoint,blue,FALSE,wet,31,13,Uk,52.486244,-1.890401
Ragdoll,3.0,36,male,False,26,4.9,red/cream,bicolor,blue,FALSE,wet,20,16,Uk,52.486244,-1.890401
Ragdoll,1.08,13,male,False,29,4.0,red/cream,colorpoint,green,FALSE,wet,46,16,Uk,53.408371,-2.991573
Ragdoll,6.5,78,female,False,26,4.1,seal,tortie,blue,FALSE,wet,22,13,Uk,51.507351,-0.127758
Ragdoll,2.92,35,male,False,29,5.0,seal,colorpoint,blue,FALSE,wet,21,16,Usa,40.71427,-74.00597
Ragdoll,1.5,18,male,False,30,5.3,red/cream,colorpoint,blue,FALSE,wet,11,17,Usa,38.89511,-77.03637
Ragdoll,0.5,6,male,False,30,4.2,red/cream,bicolor,amber,FALSE,wet,43,11,Germany,48.137154,11.576124
Ragdoll,6.92,83,female,False,22,4.0,lilac,bicolor,green,FALSE,wet,34,13,Germany,52.520008,13.404954
Ragdoll,0.58,7,female,False,20,4.3,brown/chocolate,colorpoint,green,FALSE,wet,28,14,Germany,52.520008,13.404954
ragdoll,3.42,41,female,False,22,4.4,seal,colorpoint,blue,FALSE,wet,14,16,Germany,52.520008,13.404954
ragdoll,0.58,7,female,True,21,3.9,seal,colorpoint,blue,FALSE,wet,21,12,Germany,50.110924,8.682127
Ragdoll,0.58,7,female,False,24,3.7,brown/chocolate,colorpoint,blue,FALSE,wet,17,13,Germany,50.110924,8.682127
Ragdoll,4.67,56,male,False,26,4.5,seal,bicolor,blue,FALSE,wet,37,13,Germany,50.110924,8.682127
Ragdoll,1.33,16,female,False,28,4.4,seal,colorpoint,blue,FALSE,dry,36,19,Germany,48.137154,11.576124
Ragdoll,0.67,8,female,True,23,3.8,seal,colorpoint,green,FALSE,wet,26,21,Germany,51.227741,6.773456
Ragdoll,0.67,8,female,True,22,3.8,seal,colorpoint,green,FALSE,wet,38,17,Germany,48.137154,11.576124
rack doll,0.67,8,female,True,21,3.7,brown/chocolate,colorpoint,blue,FALSE,wet,47,16,Germany,48.137154,11.576124
Ragdoll,0.67,8,male,True,31,4.3,red/cream,bicolor,blue,FALSE,wet,56,20,Germany,50.110924,8.682127
Ragdoll,0.75,9,female,True,25,3.8,seal,colorpoint,blue,FALSE,wet,32,19,Germany,51.227741,6.773456
Ragdoll,3.08,37,male,True,25,4.5,brown/chocolate,colorpoint,blue,FALSE,wet,19,16,Germany,52.520008,13.404954
Ragdoll,1.67,20,female,True,22,4.3,seal,bicolor,green,FALSE,dry,45,19,Germany,48.137154,11.576124
rack doll,0.83,10,female,True,26,3.5,seal,colorpoint,blue,FALSE,dry,53,20,Germany,50.110924,8.682127
Ragdoll,0.83,10,female,True,24,3.9,seal,tortie,blue,FALSE,wet,42,20,Germany,52.520008,13.404954
Ragdoll,1.42,17,female,False,21,4.3,seal,colorpoint,blue,FALSE,dry,30,19,Usa,37.77493,-122.41942
Ragdoll,1.0,12,female,False,28,4.4,seal,colorpoint,blue,FALSE,wet,16,18,Usa,40.71427,-74.00597
Ragdoll,4.08,49,female,False,26,4.3,seal,tortie,blue,FALSE,wet,9,17,Usa,38.89511,-77.03637
Ragdoll,-1.0,-12,male,True,31,4.4,brown/chocolate,colorpoint,blue,TRUE,dry,17,15,Usa,38.89511,-77.03637
Ragdoll,-1.0,-12,female,False,26,3.9,seal,colorpoint,blue,FALSE,dry,11,17,Usa,38.89511,-77.03637
Ragdoll,-1.0,-12,female,False,26,4.0,seal,colorpoint,blue,FALSE,wet,17,19,Usa,47.60621,-122.33207
Ragdoll,-4.25,-51,male,True,28,4.8,red/cream,bicolor,green,FALSE,wet,14,13,Usa,45.52345,-122.67621
Ragdoll,-1.083333333,-13,female,True,21,3.8,seal,bicolor,blue,FALSE,wet,22,20,Usa,47.60621,-122.33207
ragdoll,-1.166666667,-14,female,True,24,3.9,brown/chocolate,colorpoint,blue,FALSE,wet,34,21,Usa,47.60621,-122.33207
Ragdoll,4.75,57,male,True,27,4.7,brown/chocolate,colorpoint,blue,FALSE,dry,16,13,Usa,40.71427,-74.00597
Ragdoll,1.17,14,female,True,26,4.1,seal,colorpoint,blue,FALSE,wet,38,18,Usa,41.881832,-87.623177
Ragdoll,1.17,14,female,False,22,3.8,brown/chocolate,colorpoint,blue,FALSE,dry,4,20,Canada,45.508888,-73.561668
Ragdoll,1.17,14,female,True,20,4.3,seal,colorpoint,green,FALSE,dry,30,15,Canada,45.42153,-75.697193
Ragdoll,1.25,15,female,True,26,3.8,seal,tortie,blue,FALSE,dry,27,18,Canada,45.42153,-75.697193
Ragdoll,1.25,15,female,True,21,3.5,seal,colorpoint,blue,FALSE,wet,34,17,Canada,45.508888,-73.561668
Ragdoll,1.25,15,female,True,27,3.8,seal,colorpoint,blue,FALSE,dry,19,20,Canada,49.246292,-123.116226
Ragdoll,1.25,15,male,True,25,4.7,brown/chocolate,colorpoint,blue,FALSE,dry,22,18,Canada,51.049999,-114.066666
Ragdoll,1.33,16,female,True,27,3.6,seal,colorpoint,blue,TRUE,wet,38,16,Canada,51.049999,-114.066666
Ragdoll,1.42,17,female,True,21,3.8,brown/chocolate,colorpoint,blue,FALSE,dry,29,21,Canada,45.508888,-73.561668
Ragdoll,1.42,17,female,True,28,4.2,seal,bicolor,blue,FALSE,wet,19,21,Canada,51.049999,-114.066666
Ragdoll,1.42,17,female,True,27,4.1,seal,bicolor,blue,FALSE,dry,36,19,Canada,43.65107,-79.347015
Ragdoll,1.5,18,male,False,29,5.1,brown/chocolate,colorpoint,blue,FALSE,dry,3,18,Uk,53.800755,-1.549077
Ragdoll,1.5,18,female,True,23,3.9,seal,colorpoint,blue,FALSE,dry,4,20,Uk,53.800755,-1.549077
Ragdoll,1.5,18,male,True,28,4.1,brown/chocolate,colorpoint,blue,FALSE,dry,37,17,Uk,53.408371,-2.991573
Ragdoll,1.5,18,male,False,28,4.4,seal,colorpoint,blue,FALSE,wet,10,21,Uk,53.800755,-1.549077
Ragdoll,4.0,48,female,True,27,4.5,seal,colorpoint,blue,FALSE,wet,23,15,Uk,53.800755,-1.549077
Ragdoll,3.42,41,male,True,28,4.9,brown/chocolate,colorpoint,blue,TRUE,wet,10,15,Uk,53.800755,-1.549077
Ragdoll,1.58,19,male,False,28,4.4,red/cream,bicolor,blue,FALSE,wet,35,19,Uk,53.800755,-1.549077
Ragdoll,1.58,19,female,True,22,4.2,seal,colorpoint,blue,FALSE,wet,30,18,Uk,52.486244,-1.890401
Ragdoll,1.58,19,female,False,26,4.1,seal,colorpoint,blue,FALSE,wet,20,20,Uk,52.486244,-1.890401
Ragdoll,5.67,68,male,True,26,4.7,seal,colorpoint,blue,FALSE,dry,18,15,Uk,51.507351,-0.127758
Ragdoll,5.67,68,female,True,27,4.9,seal,colorpoint,green,FALSE,dry,12,16,Uk,51.507351,-0.127758
Ragdoll,1.67,20,male,False,31,4.7,seal,colorpoint,blue,FALSE,wet,30,19,Uk,53.800755,-1.549077
Ragdoll,1.67,20,female,True,20,3.5,seal,tortie,blue,FALSE,wet,32,20,Uk,53.480759,-2.242631
Ragdoll,3.92,47,male,True,28,5.0,seal,colorpoint,blue,FALSE,wet,2,15,Uk,53.800755,-1.549077
Ragdoll,1.75,21,male,False,29,4.1,seal,colorpoint,blue,TRUE,wet,11,17,Canada,49.246292,-123.116226
Ragdoll,1.83,22,female,True,28,4.0,seal,colorpoint,blue,FALSE,wet,25,16,Canada,49.246292,-123.116226
Ragdoll,1.83,22,male,True,26,4.9,seal,colorpoint,blue,FALSE,dry,32,21,Canada,51.049999,-114.066666
rack doll,1.83,22,female,True,24,3.8,seal,colorpoint,blue,FALSE,wet,4,17,Canada,43.65107,-79.347015
Ragdoll,1.92,23,male,True,31,4.8,seal,mitted,blue,FALSE,dry,35,19,Canada,49.246292,-123.116226
Ragdoll,4.5,54,male,True,26,5.1,seal,colorpoint,blue,FALSE,wet,12,15,Canada,51.049999,-114.066666
ragdoll,4.0,48,male,True,30,5.0,red/cream,bicolor,green,FALSE,wet,13,15,Canada,51.049999,-114.066666
Ragdoll,4.25,51,male,False,30,5.2,seal,colorpoint,blue,FALSE,dry,7,15,Canada,45.508888,-73.561668
Ragdoll,2.0,24,female,True,21,4.0,brown/chocolate,colorpoint,blue,FALSE,dry,22,17,Canada,45.42153,-75.697193
Ragdoll,2.0,24,male,True,27,4.9,red/cream,colorpoint,green,FALSE,dry,29,15,Canada,45.508888,-73.561668
Ragdoll,2.0,24,female,True,20,3.5,seal,colorpoint,blue,FALSE,wet,20,15,Canada,45.42153,-75.697193
Ragdoll,2.0,24,female,True,23,3.9,brown/chocolate,colorpoint,blue,FALSE,wet,22,15,Usa,42.35843,-71.05977
Ragdoll,5.17,62,female,True,26,4.7,seal,colorpoint,blue,FALSE,wet,13,15,Usa,40.71427,-74.00597
Ragdoll,2.08,25,female,True,23,4.33,seal,mitted,green,FALSE,wet,8,17,Usa,42.35843,-71.05977
Ragdoll,2.08,25,female,True,21,4.72,seal,colorpoint,green,FALSE,dry,34,15,Usa,47.60621,-122.33207
Ragdoll,2.08,25,male,True,25,6.05,seal,colorpoint,blue,FALSE,wet,5,15,Usa,47.60621,-122.33207
Ragdoll,2.08,25,female,True,41,5.0,seal,colorpoint,blue,FALSE,wet,12,16,Usa,42.35843,-71.05977
Ragdoll,2.17,26,male,True,41,5.0,seal,colorpoint,blue,FALSE,dry,23,16,Usa,38.89511,-77.03637
Ragdoll,2.17,26,male,True,41,5.0,red/cream,colorpoint,blue,FALSE,wet,29,15,Usa,38.89511,-77.03637
Ragdoll,2.17,26,female,True,41,5.0,seal,colorpoint,green,FALSE,dry,6,15,Usa,42.35843,-71.05977
Ragdoll,2.17,26,female,True,41,5.0,seal,bicolor,blue,FALSE,wet,28,15,Usa,38.89511,-77.03637
Ragdoll,5.92,71,male,True,27,8.62,brown/chocolate,colorpoint,green,FALSE,dry,29,15,Usa,42.35843,-71.05977
Ragdoll,2.25,27,female,True,25,6.78,brown/chocolate,colorpoint,blue,FALSE,wet,16,16,Usa,42.35843,-71.05977
Ragdoll,2.33,28,female,True,36,5.3,seal,colorpoint,blue,FALSE,wet,12,15,Usa,42.35843,-71.05977
Ragdoll,2.33,28,male,True,31,6.87,seal,colorpoint,blue,FALSE,wet,31,15,Usa,38.89511,-77.03637
Ragdoll,2.33,28,female,True,20,4.7,brown/chocolate,colorpoint,green,FALSE,wet,24,15,Usa,38.89511,-77.03637
Ragdoll,2.33,28,male,True,28,6.3,seal,colorpoint,blue,FALSE,dry,7,15,Usa,40.71427,-74.00597
